Txhash,Blockno,UnixTimestamp,DateTime,From,To,ContractAddress,Value_IN(BNB),Value_OUT(BNB),CurrentValue @ $343/BNB,TxnFee(BNB),TxnFee(USD),Historical $Price/BNB,Status,ErrCode,Method
0xd224a37a142a88b416dde13f1ef972b571abdb15c562622bce9a16a94c0014d2,14460226,1642470859,1/18/2022 1:54,0x9cb5f41a40a0613c1c1ca84f69279d0d8203f71a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001240465,0.426422248,471.43,,,Deposit
0xf7b0fce80f5824c5f2914c2b8af06d704321541f6f733b5acdebf8d0d61d107d,14460354,1642471250,1/18/2022 2:00,0x0bfcaef9d3eec80ead1e7077ba5d3c10bffa8b53,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001564745,0.537896741,471.43,,,Mass Harvest
0x36402b8b55e8a9e718196a74965cf1c21591947e9241cfdb6747a07c6ae80dde,14460403,1642471414,1/18/2022 2:03,0x4c89dcd8238206f7317ce6727da07571277f6af2,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000796,0.27363296,471.43,,,Deposit
0xd0aba07358d76929f8fa41ccd1a10e0b4062be6c020b3f287d2dc9e9334eca49,14460408,1642471431,1/18/2022 2:03,0x0bfcaef9d3eec80ead1e7077ba5d3c10bffa8b53,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000172265,0.059217816,471.43,Error(0),execution reverted,Deposit
0x94c4c2f35db6e0d716b7c799d03b81613135bd38ecda8cc532e9ce71476e1e48,14460417,1642471458,1/18/2022 2:04,0x0bfcaef9d3eec80ead1e7077ba5d3c10bffa8b53,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001076395,0.370021545,471.43,,,Deposit
0x2e45ff4252163f4d9ed41cf5ab43383aa069cb3ad375add067481f407f8e9c06,14460460,1642471587,1/18/2022 2:06,0xb67693f90ff6d63030a36bb5d182edf9df2616fa,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00155479,0.53447461,471.43,,,Withdraw
0xaca22d123f3f88b7e8c9cd4ece3320c8021c2ef5b264d28a2eda58f04096074c,14460472,1642471623,1/18/2022 2:07,0x0af18292d35e31afcdc0bf90f5b5baa53f21b22a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00157663,0.541982329,471.43,,,Withdraw
0xb0c7cd91e89d1f062ad4256026b918f78ce8424fe32d1cb333c881197aed7630,14460483,1642471656,1/18/2022 2:07,0xb67693f90ff6d63030a36bb5d182edf9df2616fa,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001333625,0.45844693,471.43,,,Withdraw
0x290a4068673f462d5c9f5150d2d160244ccb5c40b5dc40fcb828123e4262256d,14460493,1642471686,1/18/2022 2:08,0xb67693f90ff6d63030a36bb5d182edf9df2616fa,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000916175,0.314944318,471.43,,,Deposit
0xea42e1ceb0355f645edf1e42f4d44f1e91a1cb79f445e38fa11ebe5783d869de,14460577,1642471938,1/18/2022 2:12,0x9cb5f41a40a0613c1c1ca84f69279d0d8203f71a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000891185,0.306353756,471.43,,,Withdraw
0x8126cae8c8c9da8abf3504361936daf2b2448c8a4260415672a3dd30fa8bec03,14460588,1642471971,1/18/2022 2:12,0x9cb5f41a40a0613c1c1ca84f69279d0d8203f71a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000937175,0.322163278,471.43,,,Deposit
0x15b32f6fb68ef1527a4fd036e47b947b161079da7a0b7aaf000a84afe2c06eb3,14460686,1642472265,1/18/2022 2:17,0x9cb5f41a40a0613c1c1ca84f69279d0d8203f71a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001558685,0.535813556,471.43,,,Withdraw
0xfdbb2c6a1f635cd66281766954e4d21834239b984a449a994488e8601cf497cd,14460791,1642472580,1/18/2022 2:23,0xb12ce14140c7c5db7a66d897f7643216d347e187,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096289,0.331003066,471.43,,,Deposit
0x5ddf3bbb48c29bfc51976fbecd7d5907b9e9528f69a26c6e2c50f8d34d73b023,14460796,1642472595,1/18/2022 2:23,0x29aec2e84d9f5aa21d423ddb80e400cae1a49d48,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.002456155,0.844327843,471.43,,,Mass Harvest
0xc37b0e46c347051c8345ec7d8619ca2d47acc5abaa000d79bb44d053efa0659d,14460816,1642472655,1/18/2022 2:24,0xb67693f90ff6d63030a36bb5d182edf9df2616fa,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001582335,0.54394348,471.43,,,Deposit
0x1801222b37d727623cdd932380ee0243a719d393f108e28b00c4c10d0e479e67,14460825,1642472682,1/18/2022 2:24,0x8d2f42ec1ee73574f79be036a408931542a4b268,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000892,0.30663392,471.43,,,Deposit
0xb6864dc0db60bfeec73938473501edfe0d1ae13a0e8f54fc7bb19660c33ca78c,14460886,1642472865,1/18/2022 2:27,0x29aec2e84d9f5aa21d423ddb80e400cae1a49d48,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00135163,0.464636329,471.43,,,Withdraw
0xfb9059c195eded10c5f56be918d9fd3fd1433d5d6f25a84cf1339d5604dac95f,14460924,1642472979,1/18/2022 2:29,0xb5dbde07e3f9ae85bd9bb08d5df000a722aabee1,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00146222,0.502652747,471.43,,,Deposit
0xfb7fa5a9fe97553cbd6a9366cc1675bbb2888c12a60ac307642c055c82ccd3de,14460942,1642473033,1/18/2022 2:30,0xb5dbde07e3f9ae85bd9bb08d5df000a722aabee1,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.545605559,471.43,,,Deposit
0x66495ebbbc5ff58fdcbd6f4479394c4edc742f225968f0857bd3c7e2ed4594b5,14461016,1642473255,1/18/2022 2:34,0x29aec2e84d9f5aa21d423ddb80e400cae1a49d48,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000796,0.27363296,471.43,,,Deposit
0xa79bc5db94c40b7045d7037ae066776675768e0ef2034bcc28efd6aa6d144aac,14461070,1642473422,1/18/2022 2:37,0xffd47f2cbbebe9469caec6e7d7681f556d101088,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.331044318,471.43,,,Deposit
0x87d360edab1ef32c85399eb38b4966b3e9becd68abf29cad6d24f46a70d20418,14461099,1642473509,1/18/2022 2:38,0xa1a036eaf3b83f09f636d6f1c32cf56e8ab9da96,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000116562,0.040069451,471.43,,,Mass Harvest
0x1ac0a7d7820bfc668bc09db6efb231050e5262a113c70e5de83bee03b97127a7,14461151,1642473665,1/18/2022 2:41,0x230111f82996adb12e9ab0f78f329f39b26ada5e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001012115,0.347924652,471.43,,,Deposit
0x8e24d104f4fda504756af4144b97082bf5d057c8d7ce41220b549309f3078928,14461159,1642473689,1/18/2022 2:41,0x230111f82996adb12e9ab0f78f329f39b26ada5e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001633625,0.56157493,471.43,,,Withdraw
0x5758abe4b4036785a129d9c79ccb88a4793190dee8b4ca0ad0c23592bb7f24cc,14461169,1642473719,1/18/2022 2:41,0x230111f82996adb12e9ab0f78f329f39b26ada5e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000862055,0.296340027,471.43,,,Deposit
0xf5860ce8066b05dd1fc08ccec79f0e0e3f5346175064f39320b5213f9a7dfd49,14461221,1642473875,1/18/2022 2:44,0x4edb710d66686bae4695164c7de33aa175c05ed7,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.331044318,471.43,,,Deposit
0x9e694b9f658195d7ddc41b5a39c6e6cbade3c238c8168fe4dc436863d220168e,14461262,1642473998,1/18/2022 2:46,0xb2a22ff1de481366776c35b987d7e0861fa3bb31,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.545605559,471.43,,,Deposit
0x4585c47fd83402b893e7e8c212cceb283c1a25ca074dc485d251135ba3a62a4a,14461325,1642474187,1/18/2022 2:49,0xc267748b2be047fa54883963567b114446d12408,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00134786,0.463340354,471.43,,,Withdraw
0xf6ab88f1eb48a3855b0772efa3fefa9e2a7b661c39adc4a363daf8bdf3a0b4fd,14461338,1642474226,1/18/2022 2:50,0x230111f82996adb12e9ab0f78f329f39b26ada5e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096295,0.331023692,471.43,,,Deposit
0x5645dec5efd8283f4382ca87469f484a0a7236e15f2c55aa9702905b5cb17bea,14461441,1642474535,1/18/2022 2:55,0xcb89b291200037fa87259568dc9e00ea836c02cf,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00134786,0.463340354,471.43,,,Withdraw
0xf4e01488c6306273c078ff0f9b0ddbc3f331048382cc996e983b8d496e84c40b,14461442,1642474538,1/18/2022 2:55,0xcb89b291200037fa87259568dc9e00ea836c02cf,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001329495,0.457027201,471.43,,,Withdraw
0x0a3578109e0b767fda45f2348e9e22c38e312698d59fb33dfd8232d581917a8f,14461461,1642474595,1/18/2022 2:56,0xcb89b291200037fa87259568dc9e00ea836c02cf,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158711,0.545584934,471.43,,,Deposit
0xa950f1e604742d63a4204074e6ada517aa0264df6fd89c32f08cd65332af97f2,14461604,1642475025,1/18/2022 3:03,0x43908eccdde1dd6aac91890471876ab83a4f8245,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001558685,0.535813556,471.43,,,Withdraw
0x88bacdbe1bf6ad4eb3fd9b95c1c75127d453413c4254bd7b1d2542bf48e2804c,14461613,1642475052,1/18/2022 3:04,0x43908eccdde1dd6aac91890471876ab83a4f8245,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000742,0.25506992,471.43,,,Deposit
0xa450d4fd821fb8446c754bf8d5e509fbe317cd394f65d6b9dbecb5dfce577284,14461626,1642475091,1/18/2022 3:04,0xd6b93197d29a499863cc430e44bf9e5430d30721,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001329495,0.457027201,471.43,,,Withdraw
0x5f43e0a9d5be7e65ee8daf0455a8cc72e0b99e5753c55810febe259fe367e075,14461643,1642475142,1/18/2022 3:05,0xd6b93197d29a499863cc430e44bf9e5430d30721,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.545605559,471.43,,,Deposit
0x5a14b88d8f0c7288d62760a6bfff9a8467da1cd28b04344114f67dc128c6af67,14461723,1642475382,1/18/2022 3:09,0xcb89b291200037fa87259568dc9e00ea836c02cf,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001012175,0.347945278,471.43,,,Deposit
0x9a310071b4c9d3a14977761f648334b4206b91e4bcff508a5fdfe60b67f91c33,14461754,1642475476,1/18/2022 3:11,0x2fd2df553868bc24fbf566aeea0dea1487092a6f,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00173717,0.597169559,471.43,,,Deposit
0x5afb09cced176912dfe0186171ffb80a4501821224d2c23964bc3767760b3abd,14461760,1642475494,1/18/2022 3:11,0x9a0b797e017e849719013e7a5ea3b4fc07171136,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00094798,0.325877605,471.43,,,Withdraw
0x15a78289e5fc7af25b181d0f73631bbaeb42976bf5f255d6b6eb9d26c14df720,14461847,1642475774,1/18/2022 3:16,0x9a0b797e017e849719013e7a5ea3b4fc07171136,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001012115,0.347924652,471.43,,,Deposit
0xfe1290710963e3799fc3befce1c25654737c345447cf08708dd84e025b6a4507,14461986,1642476209,1/18/2022 3:23,0x0590f20a7f1b6799979d2d59d10242e1081d8d9c,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001558565,0.535772304,471.43,,,Withdraw
0x3015930b100fbbb50e669184a75d21f64000ae6fb9c9c8e3e3140ed948081833,14461992,1642476227,1/18/2022 3:23,0x0af18292d35e31afcdc0bf90f5b5baa53f21b22a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00086701,0.298043358,471.43,,,Deposit
0x42ce212b9bdda5a80cb9f32a13b7d07dc025fde8977eb6155f69a4e1d4f12237,14462022,1642476317,1/18/2022 3:25,0x0590f20a7f1b6799979d2d59d10242e1081d8d9c,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00147063,0.505543769,471.43,,,Deposit
0x4c4669c07cf328847875350d84fe6028cbf166e1d2deb3691c3b78db79dc8dd6,14462036,1642476359,1/18/2022 3:25,0x9a0b797e017e849719013e7a5ea3b4fc07171136,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00135163,0.464636329,471.43,,,Withdraw
0xfc818a3e68e4134d5ec40048f890d45e51117e04d8ece9d35f3456179d43cd5f,14462039,1642476368,1/18/2022 3:26,0x0590f20a7f1b6799979d2d59d10242e1081d8d9c,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.016687995,5.736665161,471.43,,,Earn
0x6e6871cd75d2082b1aa069a9075fe198b2aca5e562c4dce73bef0a78085791ad,14462060,1642476431,1/18/2022 3:27,0xcf058b0c3908d8ea142a95521b6032e1652921cf,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00142286,0.489122354,471.43,,,Withdraw
0x0b4081c81bc23bbd7c2ed38e7962593b47f509c33f6e78e377ba2af58a4581a2,14462063,1642476440,1/18/2022 3:27,0x284b0fcbb8ef5a685da1f2afb7faa0d5c91a8543,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00103789,0.356785066,471.43,,,Deposit
0xb4b12db1dc27b04826d95e92cd93527312cbd65e21992d3768b89bafe179340d,14462176,1642476779,1/18/2022 3:32,0xab3ee4425673e4903eb4f527a47e239f01de242e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00134786,0.463340354,471.43,,,Withdraw
0x46f5b7ede3299f91971edaa9d877cb87a73385f1a8f6f765863e66261b222901,14462295,1642477136,1/18/2022 3:38,0xab3ee4425673e4903eb4f527a47e239f01de242e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.545605559,471.43,,,Deposit
0xf37336d302f4103bddaeef41c8772231d191563365c009daed9984f27f707d57,14462340,1642477271,1/18/2022 3:41,0x7eee2acc10613025fde276b0b0bcb345ff7b4971,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00134786,0.463340354,471.43,,,Withdraw
0x2c25d4b2570627a0517ef6bbe65c987ff83e58a7013f65fbdc506602cd92ac03,14462347,1642477292,1/18/2022 3:41,0x7eee2acc10613025fde276b0b0bcb345ff7b4971,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001408685,0.484249556,471.43,,,Withdraw
0x16281b3c03712b72b812403b2726819fb7c18e76730c72b0abb24b574eae954c,14462469,1642477658,1/18/2022 3:47,0x7eee2acc10613025fde276b0b0bcb345ff7b4971,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00137903,0.474055353,471.43,,,Deposit
0x0c501e9bce637ae2bfda8bfe834b2d46cda36779f2fe7102be8b94efdbfeb1b2,14462518,1642477805,1/18/2022 3:50,0x7567dee7d5199f03e1490f43e8d8c68bce58fff3,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001329495,0.457027201,471.43,,,Withdraw
0xc89d89c5b30b81180a92a12be5fccf5fd629d7f024f50f1fa8c02235ca2ea187,14462525,1642477826,1/18/2022 3:50,0x7567dee7d5199f03e1490f43e8d8c68bce58fff3,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00135163,0.464636329,471.43,,,Withdraw
0xf1505fc38e35600f032cd892908ea31b6a752053f4756803f5f01371521c4407,14462552,1642477907,1/18/2022 3:51,0x96fdd2d5726bb0cfdceb55dce58bfac103f78ab9,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.331044318,471.43,,,Deposit
0x86827f48201ab6300a5d19e0e930fcb64011e062da5fc96e9cee749b6c9ecd63,14462568,1642477955,1/18/2022 3:52,0x6d36a112a4e43ec9c68b960db45451342533fe80,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00135163,0.464636329,471.43,,,Withdraw
0xb02d013aeeee3bb0d3e61b6bdc02e0dc44712b01890603cde0a37214108aef86,14462615,1642478096,1/18/2022 3:54,0x2891985919d99a3bfe8b3838f7a7183b1beb129a,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00162967,0.560215359,471.43,,,Withdraw
0x4e8a0187083d92fba0697a4ce4f54c466b12a4cb170d5e0ac2536a59c0e2fd48,14462749,1642478498,1/18/2022 4:01,0xdfe3020fde567e9f381973478ad41ec1a2b72bd9,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.331044318,471.43,,,Deposit
0x4ec829edbb503338bddced6c27d980ca77d450bfefd2a47721f4e13f6a1d23ec,14462861,1642478834,1/18/2022 4:07,0x6bd28ed500d3d8c6b674a8f55aea5fa6a308f4d5,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00134786,0.463340354,471.43,,,Withdraw
0x3dc115e899e96f16a5d25abc390e7ee81c36e53121ce6292348782f8e6d35e91,14462902,1642478957,1/18/2022 4:09,0x6bd28ed500d3d8c6b674a8f55aea5fa6a308f4d5,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001408565,0.484208304,471.43,,,Withdraw
0x4cbe18253cf8725354cec568788e655140b1e2a5e846dbd108d1d4b00e0df24d,14462926,1642479029,1/18/2022 4:10,0xf2c3b0e53a9224d041e20b13d4f99b68cf62c5e0,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000887155,0.304968403,471.43,,,Withdraw
0x83ecdee2d9277bdf789061af95084e41e747651afb401b104a73455bd14c0360,14463263,1642480040,1/18/2022 4:27,0x12e6a73c18eec76f46e8b00ea8027549a19ce14d,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000887155,0.304968403,471.43,,,Withdraw
0x63d281c955e19a919baf57f71b3882a4f27d3f43944eba1b3d320f52db38b1a0,14463274,1642480073,1/18/2022 4:27,0x09bf7a70582d048992b68de07b51b58e49872268,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.545605559,471.43,,,Deposit
0x25f89c6badbfa78a7f5adb935c5422e3607f51b93be30ef6efeae85cb9282e7f,14463310,1642480181,1/18/2022 4:29,0x56f0b2f4e7cdccff566ca2f412253ed0928a2395,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001404495,0.482809201,471.43,,,Withdraw
0xc756b8215741151b3cd1f507090fc487e9f979c7c7c87166a16b8bb0d1289fad,14463325,1642480226,1/18/2022 4:30,0x56f0b2f4e7cdccff566ca2f412253ed0928a2395,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158711,0.545584934,471.43,,,Deposit
0xdb08e3b76217906ea027b297a1a1984646e26606bc3bdc7ac8a3df5a5704ad50,14463385,1642480406,1/18/2022 4:33,0x273ec095fe4c3c023b6e5d3dcd3642af950ac930,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00098556,0.338796106,471.43,,,Deposit
0x3377dc2ea85fa34f4d3c9b3f4ce68c1a8674b179129293f6b8852dcd58fb16a9,14463629,1642481143,1/18/2022 4:45,0xa1b102e2f59c8e332be8f9181d73df5e6fcb0f22,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00072644,0.249721014,471.43,,,Mass Harvest
0x7923025d76635f10dcfef495e8d9706377451c45b67b2db5e2ea77c5e77348be,14463674,1642481278,1/18/2022 4:47,0x77351913d09d55cc9d0d123462cd5300287f3539,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001554495,0.534373201,471.43,,,Withdraw
0x48cf4a1c180a6c0b6a8328148e550bf80b724225945f7ee8926e0061c478f5c4,14463792,1642481639,1/18/2022 4:53,0xa1b102e2f59c8e332be8f9181d73df5e6fcb0f22,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00065144,0.223939014,471.43,,,Mass Harvest
0x374a924a94642fcfe4422afce84aea3a264f9971e6a72f1d249513fac6a3f93c,14463825,1642481738,1/18/2022 4:55,0xb94dbb81957db89b587bb2bdc8015751a7ee07e6,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00134786,0.463340354,471.43,,,Withdraw
0xb8b4639f28375ea367e544d9b82f9c0ac8e8e6c522bdabc48b889fc1b398f7bf,14463919,1642482020,1/18/2022 5:00,0xb94dbb81957db89b587bb2bdc8015751a7ee07e6,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00146222,0.502652747,471.43,,,Deposit
0x5ad858314318e609e887dcdd856c1963c4857ab90a4fd1cc10bed66e69edb3dd,14464034,1642482365,1/18/2022 5:06,0x8e4dd80ac6fdee8343866f622bacb1b1f88a250b,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00157663,0.541982329,471.43,,,Withdraw
0x3527ea4323e516948a84ab79df764ae389809b5e4ed8eacaab52be238e779ccd,14464176,1642482791,1/18/2022 5:13,0xb8ce3fc4d0a60e9e28973d42435dac211b273b87,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001479495,0.508591201,471.43,,,Withdraw
0xf922ade144f95f01e54c79a004bcd07a18868c154a447e3dff1dc18bff30fe32,14464195,1642482848,1/18/2022 5:14,0xb8ce3fc4d0a60e9e28973d42435dac211b273b87,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.545605559,471.43,,,Deposit
0x8d08fc920e34b503d05f1b9e8de3f7511f62a420ae228f28340269292fd4cf87,14464417,1642483514,1/18/2022 5:25,0x12e6a73c18eec76f46e8b00ea8027549a19ce14d,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000887155,0.304968403,471.43,,,Withdraw
0xf45650529b3c2e083645df1add697a014ec867183f6f4818da6179d7424fc928,14464422,1642483529,1/18/2022 5:25,0xa1b102e2f59c8e332be8f9181d73df5e6fcb0f22,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00065144,0.223939014,471.43,,,Mass Harvest
0x6025a058957875b7f94af1bf0152dbe078daf248405b49156b3856940197d311,14464455,1642483636,1/18/2022 5:27,0x12e6a73c18eec76f46e8b00ea8027549a19ce14d,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.545605559,471.43,,,Deposit
0xc383b6f4512ddd9b381dfc6b8e0a1bad18d8c8a5e17b038f6d39921203053d48,14464593,1642484097,1/18/2022 5:34,0x5f317587dc53d5999ebecaa3ba70bd5b555b7dd8,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001554495,0.534373201,471.43,,,Withdraw
0x17a5e66596af65b3d2bd4b6f64e2f66a077185a0b1810325e76f4d75d07b4142,14464613,1642484157,1/18/2022 5:35,0x5f317587dc53d5999ebecaa3ba70bd5b555b7dd8,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.545605559,471.43,,,Deposit
0xed581b42991d13a5d83d5a5d3497cad24d30f56fc6b99d7cfb2c3c7fd3d6f654,14464871,1642484951,1/18/2022 5:49,0x55b4a6820f13688c734e0e9142e1cf63bc526661,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00088935,0.305722956,471.43,,,Mass Harvest
0x3c14c74d237c1a963084158c72b09441344b5796c425fa012d0fbb80d17d441c,14464948,1642485182,1/18/2022 5:53,0xe72ba59c7b2c21066c068ec7f018b96b1741cfed,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00173717,0.597169559,471.43,,,Deposit
0xacda252690e931c71217a7e93223275b62213f6149955408dbf30ea805af1edd,14464963,1642485227,1/18/2022 5:53,0xb79252042f6639d02025ec881d52434cbe8cfb70,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.003487255,1.198778779,471.43,,,Mass Harvest
0x4bc0b7da6e2e19b9e252f17d9011f7ebf41dddbf59052708fe26b7ef532ff7d2,14464991,1642485311,1/18/2022 5:55,0xb79252042f6639d02025ec881d52434cbe8cfb70,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158717,0.545605559,471.43,,,Deposit
0x7d952b82c54218fc2adeec50dbbb1a9b347de0669e2345cf6c0fca649fd90133,14465024,1642485410,1/18/2022 5:56,0xf2c3b0e53a9224d041e20b13d4f99b68cf62c5e0,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000887155,0.304968403,471.43,,,Withdraw
0x9c15df775ae4b5f21a81abce2e1d4b3762d4d35c30031035b1d33a1f91b6c9af,14465163,1642485827,1/18/2022 6:03,0x55b4a6820f13688c734e0e9142e1cf63bc526661,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000887155,0.304968403,471.43,,,Withdraw
0x86e8e421bf0d5cb0b051df1a88faa342d0a26dfa5e77cd4484b623de02316e5b,14465196,1642485926,1/18/2022 6:05,0xe72ba59c7b2c21066c068ec7f018b96b1741cfed,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00158711,0.545584934,471.43,,,Deposit
0x9326ea1be5b614564fc3da3f17f16e581a96ac801064ba1c82e09abe23500458,14465240,1642486058,1/18/2022 6:07,0x78f91bcf969ce2355ef8c6b386a3ae341e43934d,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000916055,0.314903067,471.43,,,Deposit
0xa5b0f8c4de8f891b8398806512891b51ed8ce7e70b78f383881dfb02e558839d,14465273,1642486157,1/18/2022 6:09,0x52af411f863fd97419b6e4decb3a68ffa9246806,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.000962155,0.330750403,471.43,,,Withdraw
0xff0d50ced54f6332ee0dcc489fd881e0dbe9905d978e740aae07942363ef8114,14465323,1642486307,1/18/2022 6:11,0x44efd9678c30f7722fa815069e83e686bf4b2b16,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.00096301,0.331044318,471.43,,,Deposit
0x6c365d6d964f2461a1cec9803e074aaf3bc21dec3b9116550138e431457dcf0a,14465394,1642486520,1/18/2022 6:15,0x77278eb91ea69ab760345420b49bb090e1f63c4e,0x70873211cb64c1d4ec027ea63a399a7d07c4085b,,0,0,0,0.001329495,0.457027201,471.43,,,Withdraw
